NAZIONE;TERPA_DESCR_ENTE_CIRC;LISTE_DESCR_LISTA;MAX(VOTI_PREF.CANDI_DESCR_COGNOME);MAX(VOTI_PREF.CANDI_DESCR_NOME);PREFERENZE
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;RIZZUTI;ERALDO;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;BARBANO;CARLO;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;ACQUAVIVA;KATIA;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;FANIZZI;MIRCO;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;AVAGNINA;LUCA;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;PUZO;MARIANNA;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;LUPI;FEDERICA;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;TERRANA;LAURA;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;AMATI;APOLLONIA;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;LEONE;VITTORIA;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;GAMBARDELLA;ALFONSO;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;DE PASCALIS;MARIA CRISTINA;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;DI SALVO;MARCO;0
CROAZIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;CIANCETTA;DIEGO AMEDEO;0
CROAZIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;VOLCAN;ROSAMARIA;0
CROAZIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;MORELLO;GIUSY;0
CROAZIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;SUSINNO;VITTORIO;0
CROAZIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;DI STEFANO;SIMONE;0
CROAZIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;REALE;PIERLUIGI;0
CROAZIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;PINNA;GIULIANA;0
CROAZIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;CARIA;FRANCESCA;0
CROAZIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;VIRDIS;LUCA;0
CROAZIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;PUTZOLU;PIETRINA;0
CROAZIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;SANO';GIUSEPPE;0
CROAZIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;FICANI;STEFANIA;0
CROAZIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;MANZI;SILVJA;0
CROAZIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;DE ANDREIS;MARCO;0
CROAZIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;FERRANDELLI;FABRIZIO;0
CROAZIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;TORRISI;ELIA;0
CROAZIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;SAELI;MARIA;0
CROAZIA;V : ITALIA INSULARE;EUROPA VERDE;TRAINITO;EGIDIO;0
CROAZIA;V : ITALIA INSULARE;EUROPA VERDE;FAGOTTO;ILARIA;0
CROAZIA;V : ITALIA INSULARE;EUROPA VERDE;TORRISI;CLAUDIO;0
CROAZIA;V : ITALIA INSULARE;EUROPA VERDE;SPADARO;RAFFAELLA;0
CROAZIA;V : ITALIA INSULARE;EUROPA VERDE;OCCHIPINTI;FILIPPO;0
CROAZIA;V : ITALIA INSULARE;EUROPA VERDE;CUSCHERA;GIUSEPPE;0
CROAZIA;V : ITALIA INSULARE;EUROPA VERDE;VERNENGO;ELVIRA MARIA;0
CROAZIA;V : ITALIA INSULARE;EUROPA VERDE;SPALLITTA;NADIA;0
CROAZIA;V : ITALIA INSULARE;FORZA ITALIA;ROMANO;FRANCESCO SAVERIO;0
CROAZIA;V : ITALIA INSULARE;FORZA ITALIA;GRECO;GABRIELLA;0
CROAZIA;V : ITALIA INSULARE;FORZA ITALIA;GIAMMANCO;GABRIELLA;0
CROAZIA;V : ITALIA INSULARE;FORZA ITALIA;MILAZZO;GIUSEPPE;0
CROAZIA;V : ITALIA INSULARE;FORZA ITALIA;IACOLINO;GIORGIA;0
CROAZIA;V : ITALIA INSULARE;FORZA ITALIA;BERLUSCONI;SILVIO;0
CROAZIA;V : ITALIA INSULARE;FORZA ITALIA;CICU;SALVATORE;0
CROAZIA;V : ITALIA INSULARE;FORZA ITALIA;MUSOLINO;DAFNE;0
CROAZIA;V : ITALIA INSULARE;FORZA NUOVA;GRILLO;MONICA;0
CROAZIA;V : ITALIA INSULARE;FORZA NUOVA;SAPIA;AGATINO;0
CROAZIA;V : ITALIA INSULARE;FORZA NUOVA;BORGIA;MARIA;0
CROAZIA;V : ITALIA INSULARE;FORZA NUOVA;IMPELLIZZERI;ANTONINA;0
CROAZIA;V : ITALIA INSULARE;FORZA NUOVA;FIORE;ROBERTO;0
CROAZIA;V : ITALIA INSULARE;FORZA NUOVA;AUGELLO;ALESSIA;0
CROAZIA;V : ITALIA INSULARE;FORZA NUOVA;ALBA;PASQUALE;0
CROAZIA;V : ITALIA INSULARE;FORZA NUOVA;CURRO';ANTONINO;0
CROAZIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;GERVASI;MARIA FERNANDA;0
CROAZIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;SCARPINATO;FRANCESCO PAOLO;0
CROAZIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;RIZZO;FRANCESCO;0
CROAZIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;MELONI;GIORGIA;0
CROAZIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;STANCANELLI;RAFFAELE;0
CROAZIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;ZEDDA;ANTONELLA;0
CROAZIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;CANNATA;GIOVANNI LUCA;0
CROAZIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;VARCHI;MARIA CAROLINA;0
CROAZIA;V : ITALIA INSULARE;LA SINISTRA;COSENZA;GIOVANNA;0
CROAZIA;V : ITALIA INSULARE;LA SINISTRA;TOCCO;OMAR;0
CROAZIA;V : ITALIA INSULARE;LA SINISTRA;IBBA;MARIA CRISTINA;0
CROAZIA;V : ITALIA INSULARE;LA SINISTRA;PEGNA;VERA ;0
CROAZIA;V : ITALIA INSULARE;LA SINISTRA;IANNITTI;MATTEO DOMENICO;0
CROAZIA;V : ITALIA INSULARE;LA SINISTRA;BONFORTE;ANNA;0
CROAZIA;V : ITALIA INSULARE;LA SINISTRA;MINEO;CORRADINO;0
CROAZIA;V : ITALIA INSULARE;LA SINISTRA;HANNACHI;ABDELKARIM;0
CROAZIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;ATTAGUILE;ANGELO;0
CROAZIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;DONATO;FRANCESCA;0
CROAZIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;PILLI;SONIA;0
CROAZIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;SALVINI;MATTEO;0
CROAZIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;TARDINO;ANNALISA;0
CROAZIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;GELARDA;IGOR;0
CROAZIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;HOPPS;MARIA CONCETTA;0
CROAZIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;PIU;MASSIMILIANO;0
CROAZIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;BRUNETTO;ANTONIO;0
CROAZIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;FORCILLO;DONATO;0
CROAZIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;GIARRUSSO;DINO RICCARDO MARIA;0
CROAZIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;CORRADO;GIUSEPPINA ANTONELLA;0
CROAZIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;DI PIETRO;FLAVIA;0
CROAZIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;TODDE;ALESSANDRA;0
CROAZIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;CORRAO;IGNAZIO;0
CROAZIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;MONTAUDO;MATILDE;0
CROAZIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;CALLEGARI;CARMELO CARLO;0
CROAZIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;CERIELLO;CRISTIANO;0
CROAZIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;CAMPANA;ISABELLA;0
CROAZIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;MUSACCHIO;ALBERTO;0
CROAZIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;BRUNO;ANNUNZIATA;0
CROAZIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;RAVICINI;ANNA TONIA;0
CROAZIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;RIZZI;ENRICO;0
CROAZIA;V : ITALIA INSULARE;PARTITO COMUNISTA;BAVETTA;CALOGERO;0
CROAZIA;V : ITALIA INSULARE;PARTITO COMUNISTA;BERGAMINI;LAURA;0
CROAZIA;V : ITALIA INSULARE;PARTITO COMUNISTA;DONEDDU;GIUSEPPE SALVATORE;0
CROAZIA;V : ITALIA INSULARE;PARTITO COMUNISTA;LOMBARDO;ALBERTO;0
CROAZIA;V : ITALIA INSULARE;PARTITO COMUNISTA;RIZZO;MARCO;0
CROAZIA;V : ITALIA INSULARE;PARTITO COMUNISTA;D'ANTONI;ELEONORA;0
CROAZIA;V : ITALIA INSULARE;PARTITO COMUNISTA;STEFANI;SILVIA;0
CROAZIA;V : ITALIA INSULARE;PARTITO COMUNISTA;BASTONE;GIOVANNINA;0
CROAZIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;SODDU;ANDREA;0
CROAZIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;SPICOLA;CARMELA;0
CROAZIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;PUZZOLO;VIRGINIA;0
CROAZIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;CHINNICI;CATERINA;0
CROAZIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;GIUFFRIDA;MICHELA;0
CROAZIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;LICCIARDI;ATTILIO;0
CROAZIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;CIACCIO;LEONARDO;0
CROAZIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;BARTOLO;PIETRO;0
CROAZIA;V : ITALIA INSULARE;PARTITO PIRATA;DI LIBERTO;LUIGI;0
CROAZIA;V : ITALIA INSULARE;PARTITO PIRATA;BARGU;CRISTINA DIANA;0
CROAZIA;V : ITALIA INSULARE;PARTITO PIRATA;SOMMA;EMMANUELE;0
CROAZIA;V : ITALIA INSULARE;PARTITO PIRATA;CALCAGNO;STEFANIA;0
CROAZIA;V : ITALIA INSULARE;PARTITO PIRATA;BONANNO;SARA;0
CROAZIA;V : ITALIA INSULARE;PARTITO PIRATA;BORILE;PAUL STEPHEN;0
CROAZIA;V : ITALIA INSULARE;PARTITO PIRATA;CUOMO;ROSARIA;0
CROAZIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;ISGRO';ROBERTA;0
CROAZIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;FAZIO;FRANCESCO;0
CROAZIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;BARTOLOTTI;BARBARA;0
CROAZIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;NARDO;FEDERICA;0
CROAZIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;LUCA' TROMBETTA;LIVIO;0
CROAZIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;BARBERA;LUIGI;0
CROAZIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;VALENTI;VALENTINA;0
CROAZIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;CASULA;FRANCESCO;0
CROAZIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;FIGUS;BARBARA;0
CROAZIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;PAGANO;ELEONORA;0
CROAZIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;MONTEMAGGIORE;GIOVAN BATTISTA;0
CROAZIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;DI PIETRA;ELENA;0
CROAZIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;PAGLIETTI;MARIA DANIELA;0
CROAZIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;ANELLO;SALVATORE;0
CROAZIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;DI MATTEO;NICOLA;0
CROAZIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;NALBONE;FABIO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;MAGGI;ISA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;LOMBARDO;GIACOMO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;GHELLER;MARCO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;ZENESINI;GIULIA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;BERTA;ELISABETTA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;CARU';SERGIO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;LAURIA;GIUSEPPE;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;CAFARCHIO;LORENZO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;MANTOAN;ADRIANA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;POLLINI;MORENA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;LIBERALE;PATRIZIA   ;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;MORI;MARCO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;DI STEFANO;SIMONE;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;CAVALLI;ALLEGRA MIRIAM;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;BOTTAZZI;RONNI;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;RACCA;MARCO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;CASSARIN;CRISTINA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;DE ROSA;ANGELA ;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;CIANALINO;PAOLO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;SCOPACASA;STEFANO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;PANERO;MASSIMILIANO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;SICILIANO;LUCIA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;PASTORELLA;GIULIA;5
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;DELLA VEDOVA;BENEDETTO;3
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;MANZI;SILVJA;2
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;BERTONCINO;MAURIZIA;1
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;INOUSSA;BARA;1
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;MARAZZI;MARCO;1
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;MORCELLI;STEFANO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;COGGI;PAOLA LETIZIA ;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;PAULON;MIRKO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;MARCELLINO;ELENA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;POGGIO;DANIELA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;BAGNOLI;CRISTINA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;MOLINARI;GABRIELE;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;TOSA;LORENZO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;DE ANDREIS;MARCO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;RINOLDI;DINO GUIDO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;BONI;IGOR;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;RIVA;MARTINA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;MICALIZZI;ALESSANDRA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;ORFEI;LIA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;CIVATI;GIUSEPPE;5
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;GRANDI;ELENA EVA MARIA ;3
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;COMPARELLI;MARTINA;2
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;DRUETTI;FRANCESCA;2
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;PINZUTI;PAOLO;1
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;CROSIGNANI;PAOLO;1
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;PARODI;SILVIA ;1
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;RINALDI;BENEDETTA;1
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;ROSSINI;CHIARA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;LIMARDI;ANTONIO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;PETTINICCHIO;MARIA SILVIA ANGELA CONCETTA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;MORO;MARCO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;DINI;VERONICA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;BARBONETTI;ILARIA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;FEDRIGHINI;ENRICO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;FINIGUERRA;DOMENICO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;CAPUTO;ANTONIO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;PARODI;MAURIZIO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;MOSSA;TIZIANA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;BALOTTA;DARIO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;BERLUSCONI;SILVIO;4
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;PAROLINI;MAURO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;COMI;LARA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;GRIMALDI;MASSIMILIANO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;PAPARATTO;ROBERTA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;TATARELLA;PIETRO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;GRAGLIA;FRANCESCO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;FATUZZO;ELISABETTA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;TOSO;CLAUDIA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;ATROUS;AMIR;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;BARBAGALLO;SALVATORE;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;COSMI;BENEDETTA GAIA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;VERSACE;GIUSEPPINA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;MOTTA;MATTEO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;BARONI;ANNALISA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;BORMOLINI;DAMIANO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;PORTA;MARIA ROSA ASSUNTA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;BOSSO;CINZIA MARIA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;RUFFINO;DANIELA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;SALINI;MASSIMILIANO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;NEGRINI;CLAUDIO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;PERRONE;ROBERTA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;MORUCCHIO;FRANCESCA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;FRIGERIO;FRANCESCA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;SANTANGELO;VINCENZO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;VERDICCHIO;ANGELA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;POLEZZO;PERLA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;MORETTI;ANDREA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;CORTESE;CARMELA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;CANU;DUILIO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;FERRARA;SALVATORE;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;FIORE;ROBERTO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;BOTTARELLI;ANTONELLA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;SAIJA;STEFANO ROSARIO ;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;FIOCCHI;PIETRO;1
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;BERTOT;FABRIZIO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;GARNERO SANTANCHE';DANIELA ;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;POLI;MAFALDA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;LOMBARDI;ROSARIA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;GHIGLIA;AGOSTINO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;BORCHI;UBALDO EMILIO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;FIDANZA;CARLO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;ROTA;MAURIZIA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;ROSSO;ROBERTO;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;MOLINARI;NICOLETTA;0
DANIMARCA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;RADAELLI;PAOLA RENATA;0
